,x1,x2,x3,label
0,0.8971166790532634,0.9175145702289824,0.4616178528760484,1.0
1,0.6727545802646724,0.517164760039992,0.10785429726943208,1.0
2,0.5805084518752652,0.6638964876302773,0.38670088069527153,1.0
3,0.6180004546683827,0.956605577163699,0.7183005737284077,1.0
4,0.21974583351867683,0.12064797906705149,0.5557938267402273,1.0
5,0.09941126890514451,0.9320126963289558,0.8268819771163864,1.0
6,0.6160485302176826,0.3426172589923595,0.9003854595657584,1.0
7,0.7108827351990262,0.3771190677744636,0.6923229281850485,1.0
8,0.5387185422422884,0.2794107225378806,0.9240471082622949,1.0
9,0.7298137741454916,0.563259951833689,0.2331791414634129,1.0
10,0.5592527284794723,0.4342457625603142,0.5778649583389536,1.0
11,0.7465576988610347,0.5205720699634969,0.41537985643459296,1.0
12,0.2451757620645949,0.6996248491381845,0.6538823055473815,1.0
13,0.12606280483455878,0.26065208433108134,0.996389618805091,1.0
14,0.4945448036378214,0.38788293483937397,0.997889667773751,1.0
15,0.4735712444283753,0.34933973096656534,0.8229538512410384,1.0
16,0.16887260112692337,0.5256780790193909,0.5807855247908761,1.0
17,0.91843175619288,0.7031835532360537,0.20022160508140507,1.0
18,0.9130734174689722,0.12580413530057422,0.8473472149591317,1.0
19,0.06927428470674502,0.6832060414046671,0.706712272608012,1.0
20,0.44372236818433763,0.27953164410930864,0.7306010651440004,1.0
21,0.9477392705753331,0.16773477324535746,0.5256945572088176,1.0
22,0.9732557953736359,0.7594344737217411,0.17197712752335115,1.0
23,0.3762302426564841,0.29888431178538577,0.9965948927430192,1.0
24,0.211534462661081,0.09503684952879243,0.9001682009785497,1.0
25,0.6642909001456956,0.8509820576097465,0.4329225268834379,1.0
26,0.4779508718020341,0.5528774903000387,0.5103612476388707,1.0
27,0.43038990837206437,0.35953648219083145,0.7064436394838896,1.0
28,0.9097684739221249,0.5500242965629777,0.7999066227268551,1.0
29,0.37793608415221325,0.8984815895538532,0.5386407941451752,1.0
30,0.9027193586873152,0.2775050144090273,0.8758345937735618,1.0
31,0.22004872789125163,0.4134241110544362,0.5555037309350817,1.0
32,0.33064693784993726,0.34958243663174193,0.9932150340594635,1.0
33,0.9238985411916686,0.05263811722751377,0.7813937636887137,1.0
34,0.8217344336125508,0.7275746048482677,0.024243870305278747,1.0
35,0.8010739802013587,0.7740158285154283,0.002712924121387461,1.0
36,0.027193932458776215,0.3925834818379603,0.5713845662885233,1.0
37,0.38440433187313205,0.8482364144361126,0.6449730400234793,1.0
38,0.21220653815806234,0.7962962739997803,0.9608294912383084,1.0
39,0.32517303187337043,0.4995532908013658,0.7209652030685623,1.0
40,0.9659695962216501,0.7807125071783799,0.6435416044697644,1.0
41,0.46751004771350213,0.9405213143131964,0.6180344851183848,1.0
42,0.6575180681312198,0.31626302651288996,0.5689327253474672,1.0
43,0.8087388681648197,0.898901848185804,0.09699149421339248,1.0
