,x,y,label
0,0.5336479319815813,0.5912693035193962,1.0
1,0.826133615778876,0.4391064437128481,1.0
2,0.6027770131171388,0.38583616149725586,1.0
3,0.761521562368446,0.6428677992010889,1.0
4,0.8641893052868402,0.6875004134302537,1.0
5,0.8723618316550503,0.45670725015419744,1.0
6,0.588949722420675,0.4610985005681677,1.0
7,0.640510266665194,0.5556744910198096,1.0
8,0.534020520812197,0.563467373790795,1.0
9,0.6870461991353292,0.35579037697553395,1.0
10,0.6873564772248918,0.5409128924640363,1.0
11,0.7409497692695617,0.4954483752959572,1.0
12,0.6827203028504104,0.5126668503326619,1.0
13,0.6752629363961153,0.3430094580611742,1.0
14,0.6428189733072235,0.32377174989955104,1.0
15,0.5371717826352347,0.523360617425673,1.0
16,0.6285120310257867,0.4734929945647691,1.0
17,0.5693009333444794,0.6393705445233667,1.0
18,0.5758701116791242,0.604294519895542,1.0
19,0.6041990426880361,0.6602178441637183,1.0
20,0.5106237652731294,0.37372244364923624,1.0
21,0.61542918755562,0.45134634823927655,1.0
22,0.629781236668925,0.5326179873756075,1.0
23,0.775555229120002,0.3665006079491395,1.0
24,0.5522333300955533,0.3444495954246196,1.0
25,0.704703247378219,0.4358306966421558,1.0
26,0.46098050385631084,0.5630144745851824,1.0
27,0.5396987095951647,0.3254051399352538,1.0
28,0.5375330986995629,0.40464097068002725,1.0
29,0.5030255496975825,0.48962129898755247,1.0
30,0.6775856490546889,0.49968940565458064,1.0
31,0.40210207208460524,0.48016968532720916,1.0
32,0.8027002569447572,0.562176474435425,1.0
33,0.8340205730330221,0.38497541510193223,1.0
34,0.5130908931849161,0.3490726335271671,1.0
35,0.579225451211558,0.3859897583436812,1.0
36,0.5386864475277475,0.39504941881818667,1.0
37,0.852321020564699,0.37648137425270667,1.0
38,0.618481468213276,0.5434151891298751,1.0
39,0.4300954099712967,0.5928820281145802,1.0
40,0.6126318418430353,0.6667274262462408,1.0
41,0.5557432925564181,0.60044088675287,1.0
42,0.778232736546126,0.5657556219890161,1.0
43,0.832943884505209,0.40961488229641696,1.0
44,0.619248617519288,0.6329293823565116,1.0
45,0.6621864730739726,0.65425501718497,1.0
46,0.7419917544487987,0.3969558724142662,1.0
47,0.638020694798582,0.5962297859163508,1.0
48,0.7263434862807744,0.3142003314626882,1.0
49,0.7323781633443454,0.48556501738433444,1.0
50,0.7052760560526905,0.5738595373299007,1.0
51,0.5211712441750541,0.5608187949065746,1.0
52,0.46884240121033016,0.6843549525953112,1.0
53,0.6217057300618056,0.48067030322471127,1.0
54,0.7076010804001122,0.31527780119691007,1.0
55,0.8546996986949507,0.3911545056360183,1.0
56,0.48949181354348736,0.6544028609210896,1.0
57,0.7459289329347594,0.6461237220151794,1.0
58,0.6313183296965676,0.38978126098277754,1.0
59,0.8419631487852505,0.4854478277343328,1.0
60,0.744089076275879,0.46431358889065033,1.0
61,0.8089487673567755,0.6811655817165997,1.0
62,0.7154215007011961,0.5706469385124934,1.0
63,0.5356625117374956,0.6004786689344815,1.0
64,0.6941881290926966,0.6803282919475668,1.0
65,0.5636592501124152,0.5299951062701947,1.0
66,0.733144938191798,0.6476018697300233,1.0
67,0.626405414928918,0.5634596725785211,1.0
68,0.4679687436729222,0.3996867698916301,1.0
69,0.4637007195088443,0.5169227213626847,1.0
70,0.8391240089309299,0.49322944591843954,1.0
71,0.6826586003109278,0.6755999640599033,1.0
72,0.4287651036644774,0.4637556767409494,1.0
73,0.5319449021336428,0.6613873080921309,1.0
74,0.7493038698596612,0.34848975258772186,1.0
75,0.5912747592672741,0.693325990250708,1.0
76,0.6575377900397884,0.4662392953668657,1.0
77,0.8280929049483392,0.6220225802133609,1.0
78,0.8522074688256664,0.4991757034320623,1.0
79,0.5293021092832778,0.5956311266243982,1.0
80,0.662409283557363,0.45843653874579626,1.0
81,0.8666689651122337,0.5963167037148848,1.0
82,0.8204127628230723,0.5915640458260968,1.0
83,0.4754064927706264,0.4351463917080711,1.0
84,0.4248922208951459,0.5359780288207409,1.0
85,0.5287861114181711,0.6243989426280319,1.0
86,0.7456659776739355,0.5221851344912073,1.0
87,0.6527644274693294,0.3967197491426604,1.0
88,0.6492483359933702,0.5829219763157385,1.0
89,0.6667730438971576,0.6707737954108701,1.0
90,0.5088927754597591,0.4607673994106265,1.0
91,0.7121786584004102,0.5186559330174357,1.0
92,0.675243495352546,0.6041169162693454,1.0
93,0.6753886591396306,0.3052655364670176,1.0
94,0.8569322029937083,0.47785030476219303,1.0
95,0.41428284524536174,0.4464052579435692,1.0
96,0.7731050396897945,0.6293380265237576,1.0
97,0.5306460820573123,0.5796231895782523,1.0
98,0.7485531345246919,0.5362968995447147,1.0
99,0.6353943682502853,0.5347282069536344,1.0
100,0.8497810409703122,0.6030491629583746,1.0
101,0.8965968347226948,0.6992174317378174,1.0
102,0.8089634264991306,0.5417221313193673,1.0
103,0.47461146524054787,0.5055754300833187,1.0
104,0.862984542560939,0.5093107057210867,1.0
105,0.6688316817563056,0.388396804315956,1.0
106,0.5497936237513538,0.6644787732388476,1.0
107,0.7288518233330266,0.34908742574817175,1.0
108,0.8802608676133956,0.4254528637361312,1.0
109,0.8739525947111165,0.5693323227376148,1.0
110,0.6098705268424177,0.570192670121358,1.0
111,0.8767902469621681,0.5523627906511145,1.0
112,0.5812618262368153,0.6458360309469933,1.0
113,0.7458978168503893,0.6631219470538717,1.0
114,0.5613064598953365,0.6198258975480156,1.0
115,0.6090423270479046,0.5541210813080274,1.0
116,0.6964463407305156,0.4362402653664681,1.0
117,0.6924259766469169,0.4531528345653786,1.0
118,0.8405902642722286,0.48779200881954654,1.0
119,0.5423950355269797,0.4590480470639061,1.0
120,0.7894554289566327,0.3185246148587023,1.0
121,0.47732793990961964,0.5073331081571334,1.0
122,0.46157996077265295,0.3234436691907564,1.0
123,0.7769255677937851,0.6339895355940413,1.0
124,0.8022290660501962,0.6431750432143296,1.0
125,0.6865301444674796,0.6122335604698428,1.0
126,0.7276403225901065,0.6406520231860445,1.0
127,0.5070362110656794,0.4586580462629085,1.0
128,0.8308046368742464,0.3689708211296445,1.0
129,0.47246828584949196,0.6450198604076209,1.0
130,0.474176023471373,0.3641893767344292,1.0
131,0.5718915196140659,0.6665626737311791,1.0
132,0.5155360591474083,0.5564008827013831,1.0
133,0.7516884175694606,0.5929795620838179,1.0
134,0.6868897804368278,0.33050486883733343,1.0
135,0.6571654445932609,0.44948468276708375,1.0
136,0.546359925540413,0.5490502630465988,1.0
137,0.6007806026709683,0.32352829315214393,1.0
138,0.4217885119801038,0.4818593593482021,1.0
139,0.5136744200944882,0.5780239405981725,1.0
140,0.7635349631576709,0.6651011263518618,1.0
141,0.7382275405023038,0.42189149761948785,1.0
142,0.5173798207421848,0.5463687806556505,1.0
143,0.631841790029278,0.6588646573598059,1.0
144,0.47158311305089895,0.4147118371803096,1.0
145,0.6056029354933254,0.6850798313205138,1.0
146,0.749900246113237,0.3177263831729493,1.0
147,0.7852833914956804,0.539923244859248,1.0
148,0.5508049369523014,0.5203298946089082,1.0
149,0.8007317791142239,0.5775594383833962,1.0
150,0.4955970185466143,0.49887118291510546,1.0
151,0.516246652432982,0.5241474549940315,1.0
152,0.8823458584230389,0.6173870409669749,1.0
153,0.623692890103682,0.478290247760789,1.0
154,0.45815317293044044,0.642602171325087,1.0
155,0.5326647478398235,0.5484928176565819,1.0
156,0.6408086756612857,0.4486852552809022,1.0
157,0.7561679304879172,0.400642395974915,1.0
158,0.687243705042822,0.3576086271054192,1.0
159,0.462533939349585,0.3071832821819319,1.0
160,0.5449234979837143,0.3791328177936233,1.0
161,0.8255853718154651,0.45118792754707004,1.0
162,0.5546828136853543,0.32048147199742394,1.0
163,0.5486379418922179,0.3626069227352291,1.0
164,0.7431131109147507,0.472911547876641,1.0
165,0.41897302267409864,0.3792829412242331,1.0
166,0.5271001966646879,0.6615402356403737,1.0
167,0.4915146735934621,0.4014478233395097,1.0
168,0.46020379921776944,0.37586255532837975,1.0
169,0.5927553481832245,0.45986450435702986,1.0
170,0.6752631513162188,0.5575536668210404,1.0
171,0.8030895772289031,0.5325719479566466,1.0
172,0.584791807111773,0.4868216361444163,1.0
173,0.7200077052483099,0.6471144871175353,1.0
174,0.4015968657538671,0.33053808796661777,1.0
175,0.8798826812112992,0.6839323742255649,1.0
176,0.8412624492256483,0.3742512031501508,1.0
177,0.6206957937788192,0.6930165522132641,1.0
178,0.7721203003768784,0.4175770134017539,1.0
179,0.8201903943579771,0.48519324686157095,1.0
180,0.5672332016883868,0.6213002903659023,1.0
181,0.5518476649654585,0.6389783413985247,1.0
182,0.40068619925094306,0.6350664017001605,1.0
183,0.7027419943208119,0.39353099120975044,1.0
184,0.6394364598601883,0.44984795583807013,1.0
185,0.7059129921837288,0.5944493821295946,1.0
186,0.652790250662969,0.43036499137778506,1.0
187,0.7204715636743831,0.6422800314595527,1.0
188,0.7898590819310847,0.3700840881051749,1.0
189,0.5598486359136864,0.4000267442319635,1.0
190,0.7578884974331596,0.556852704551512,1.0
191,0.4671422275729671,0.516413876315205,1.0
192,0.44663839082195467,0.3243080303091632,1.0
193,0.7838649856995415,0.41793538713335465,1.0
194,0.8594340482699012,0.5523836001307357,1.0
195,0.33385983501693295,0.3340138439353336,2.0
196,0.03493504601715236,0.23831669071114758,2.0
197,0.3464295951031897,0.7461396837151496,2.0
198,0.211452503883942,0.20454836603499704,2.0
199,0.04626836859696892,0.6352631720520735,2.0
200,0.4579277750155476,0.9685469018311674,2.0
201,0.07997882883375795,0.3998224766754054,2.0
202,0.4051314636811931,0.712616715117436,2.0
203,0.35369864167423504,0.3053015840393567,2.0
204,0.25732307167325774,0.3478861723401774,2.0
205,0.20836408878900348,0.6071376146926303,2.0
206,0.06637563685541681,0.3466769357472661,2.0
207,0.2749894980619979,0.5022457263018393,2.0
208,0.14174059445218323,0.3390102119585854,2.0
209,0.13808678082191883,0.6744501209870777,2.0
210,0.2804692026002078,0.6532642820919702,2.0
211,0.37660864182123277,0.1662513839243276,2.0
212,0.2368657494482712,0.1713313259033915,2.0
213,0.09814663142150604,0.599216813956169,2.0
214,0.09950191959895704,0.8111380277647475,2.0
215,0.4052587868840982,0.8266975624304369,2.0
216,0.09271426442489228,0.9999262559108969,2.0
217,0.03768081149287794,0.06990710966869207,2.0
218,0.10333613203484626,0.8662774451597239,2.0
219,0.14025096194046016,0.0844225626789481,2.0
220,0.35239137314999014,0.30551700760362765,2.0
221,0.2951420547828719,0.9650540145172234,2.0
222,0.36363786710232915,0.446483875881195,2.0
223,0.10230827132626508,0.15026474212387408,2.0
224,0.4373801681846188,0.7675962987419175,2.0
225,0.3168600171454289,0.7515196744939575,2.0
226,0.15296906526187903,0.4860473131576707,2.0
227,0.08133433240590238,0.5545522968038759,2.0
228,0.02335126673642518,0.3251266685753602,2.0
229,0.3140489038683606,0.9713841869704842,2.0
230,0.2961511070676992,0.19702351775804927,2.0
231,0.3384396008305355,0.6746068363397919,2.0
232,0.15512973954759868,0.6260269581956344,2.0
233,0.1649842838374207,0.3599718633927427,2.0
234,0.2832999866491859,0.18962917761427833,2.0
235,0.247087566840536,0.14420180634458668,2.0
236,0.39957100755105657,0.7571703627901722,2.0
237,0.06922784659781922,0.24594518143674182,2.0
238,0.14825901102563555,0.7766284265490077,2.0
239,0.09846033681380928,0.010995091598220652,2.0
240,0.025040508800692196,0.13617226545803707,2.0
241,0.0008894849533503946,0.7397185447515674,2.0
242,0.3611952867855013,0.4872251296863561,2.0
243,0.1227786977318428,0.6034371714429833,2.0
244,0.2641793138098639,0.7191343041854592,2.0
245,0.03517493762585289,0.8484247654609135,2.0
246,0.07699545300793087,0.8577285712976247,2.0
247,0.2774120786651244,0.6086208478358329,2.0
248,0.03777564039939285,0.5279201984436245,2.0
249,0.0805737610432431,0.6452747102092026,2.0
250,0.427085121186197,0.8225551119153488,2.0
251,0.09011334507660207,0.5802404863686514,2.0
252,0.49992064541637227,0.8444067458732649,2.0
253,0.2196394906493162,0.8635655016374624,2.0
254,0.1547040041334704,0.11602759123706374,2.0
255,0.3798306856735294,0.9806246331254829,2.0
256,0.10558170226329078,0.5590654518795486,2.0
257,0.296820425370106,0.8709342089213263,2.0
258,0.06520031011324223,0.018112193678427646,2.0
259,0.43129063031235415,0.7361155389049717,2.0
260,0.1785964281707516,0.19718625173803062,2.0
261,0.0919426223161115,0.9786418576120555,2.0
262,0.3666940554134398,0.5210556423637722,2.0
263,0.07962948535734526,0.8113478246039446,2.0
264,0.45270089369469546,0.0016312648314477096,2.0
265,0.07030719233286953,0.765302365698122,2.0
266,0.09355026108378661,0.9756809210192444,2.0
267,0.4656691686961164,0.21329533733301753,2.0
268,0.16968199483341717,0.45846196962226704,2.0
269,0.17962265602081484,0.31126440734530125,2.0
270,0.14730743906576216,0.9812471119008729,2.0
271,0.20680550414020904,0.9868918647192606,2.0
272,0.11493646569334437,0.535679479610052,2.0
273,0.18520796346252333,0.8894933858553671,2.0
274,0.37314169709599554,0.536733832626821,2.0
275,0.20448176516427707,0.2992954313309931,2.0
276,0.08252057820429026,0.1972241442980721,2.0
277,0.37022812822748463,0.6250482620505023,2.0
278,0.18631476652267653,0.1930454842042828,2.0
279,0.38207066999325345,0.37269759122384216,2.0
280,0.3757126027961467,0.41053872853933837,2.0
281,0.3347715923736566,0.04606575372253907,2.0
282,0.15273897713403373,0.16893904116494585,2.0
283,0.10076218565260486,0.8911859801335944,2.0
284,0.29219632018541997,0.8991029281593298,2.0
285,0.12455567288173397,0.4437150432643836,2.0
286,0.22325008229191656,0.5408435726557322,2.0
287,0.40972799211102384,0.8352460706518365,2.0
288,0.13870960909223773,0.5443741607318817,2.0
289,0.05298501048343918,0.6515949147031829,2.0
290,0.3272678719274945,0.028052477839882406,2.0
291,0.08155406168616663,0.8494268261322669,2.0
292,0.3032601062274709,0.7184265449819851,2.0
293,0.08191869266512841,0.595246715828101,2.0
294,0.3986792066806911,0.211754924216621,2.0
295,0.43511469986555096,0.25533908689143114,2.0
296,0.01860344469236641,0.5938108916893695,2.0
297,0.018684345347580456,0.3252701657975994,2.0
298,0.13925898650353197,0.09191969562430957,2.0
299,0.29319027244090323,0.06963000548683496,2.0
300,0.2559719073717377,0.4583490211725455,2.0
301,0.37504451146047213,0.3028643230043563,2.0
302,0.30451019176869976,0.2385420908043151,2.0
303,0.4046856563968665,0.8425967952490159,2.0
304,0.3218595545762727,0.05759036467145562,2.0
305,0.20334957854364,0.733327327285494,2.0
306,0.3232280658730676,0.8934649589463272,2.0
307,0.16315198054054147,0.740465818044438,2.0
308,0.07147545716328008,0.45243404507910145,2.0
309,0.4645509845174719,0.9314303670928334,2.0
